Order	Main.Row	Main.Col	Sub.Row	Sub.Col	Series.Id	Spot.Type	Dilution	Net.Value	Raw.Value	Background.Value	Spot.X.Position	Spot.Y.Position	Original.Order
193	1	1	2	61	36	Sample	100	3761.145754	15573.527363	11812.381609	684276	49022	193
194	1	1	2	62	36	Sample	50	963.497452	12698.966418	11735.468966	694944	48768	194
195	1	1	2	63	36	Sample	25	344.076934	12190.150498	11846.073563	706120	48768	195
196	1	1	2	64	36	Sample	12.5	126.630271	11933.080846	11806.450575	716534	48768	196
197	1	1	2	65	36	Sample	6.25	0.96954	11854.916667	11853.947126	726440	48768	197
198	1	1	2	66	1062	PosCtrl	50	1330.603465	13203.985075	11873.381609	735838	49276	198
199	1	1	2	67	37	Sample	100	2736.264737	14780.595771	12044.331034	746252	48514	199
200	1	1	2	68	37	Sample	50	847.564831	12840.597015	11993.032184	757428	48768	200
201	1	1	2	69	37	Sample	25	430.398559	12412.253731	11981.855172	767842	48768	201
202	1	1	2	70	37	Sample	12.5	12.593841	11995.524876	11982.931034	777748	48768	202
203	1	1	2	71	37	Sample	6.25	-26.30175	11956.689055	11982.990805	787654	48768	203
204	1	1	2	72	38	Sample	100	1824.746046	13714.106965	11889.36092	798322	49276	204
205	1	1	2	73	38	Sample	50	542.211829	12632.958955	12090.747126	809244	48768	205
206	1	1	2	74	38	Sample	25	138.647435	12092.89801	11954.250575	820166	48768	206
207	1	1	2	75	38	Sample	12.5	75.735692	12114.531095	12038.795402	830326	48768	207
208	1	1	2	76	38	Sample	6.25	15.954418	12037.156716	12021.202299	840232	48768	208
209	1	1	2	77	1063	PosCtrl	50	1302.949537	13262.986318	11960.036782	850138	49276	209
210	1	1	2	78	39	Sample	100	1181.562112	13267.212687	12085.650575	861060	48514	210
211	1	1	2	79	39	Sample	50	359.306408	12353.175373	11993.868966	871728	48768	211
212	1	1	2	80	39	Sample	25	61.212017	12050.628109	11989.416092	882650	48768	212
213	1	1	2	81	39	Sample	12.5	56.465275	12031.835821	11975.370546	892810	48768	213
214	1	1	2	82	39	Sample	6.25	7.771916	11904.599502	11896.827586	901700	48768	214
215	1	1	2	83	40	Sample	100	2582.631258	14660.139303	12077.508046	912876	48768	215
216	1	1	2	84	40	Sample	50	879.346046	12833.773632	11954.427586	923798	48768	216
217	1	1	2	85	40	Sample	25	379.518065	12245.616915	11866.098851	934212	48768	217
218	1	1	2	86	40	Sample	12.5	130.497109	12033.264925	11902.767816	945896	48768	218
219	1	1	2	87	40	Sample	6.25	60.269343	11939.567164	11879.297821	955548	48768	219
220	1	1	2	88	1064	PosCtrl	50	1127.686432	12803.356965	11675.670534	964184	49276	220
221	1	1	2	89	41	Sample	100	1776.048036	13597.542289	11821.494253	975106	49276	221
222	1	1	2	90	41	Sample	50	397.986953	12119.600746	11721.613793	986282	48768	222
223	1	1	2	91	41	Sample	25	173.081146	12021.736318	11848.655172	996696	48768	223
224	1	1	2	92	41	Sample	12.5	118.820604	11983.574627	11864.754023	1006856	48768	224
225	1	1	2	93	41	Sample	6.25	-81.342649	11832.937811	11914.28046	1017016	48768	225
226	1	1	2	94	42	Sample	100	1681.57847	13798.564677	12116.986207	1027176	49276	226
227	1	1	2	95	42	Sample	50	466.539166	12692.925373	12226.386207	1038098	48768	227
228	1	1	2	96	42	Sample	25	210.587305	12467.711443	12257.124138	1048258	48768	228
229	1	1	2	97	42	Sample	12.5	139.926874	12392.202736	12252.275862	1058418	48768	229
230	1	1	2	98	42	Sample	6.25	125.277655	12412.856965	12287.57931	1068578	48768	230
231	1	1	2	99	1065	PosCtrl	50	1021.21176	13456.35199	12435.14023	1078738	49276	231
232	1	1	2	100	43	Sample	100	2001.836027	14787.99005	12786.154023	1089152	49022	232
233	1	1	2	101	43	Sample	50	517.383136	13182.504975	12665.121839	1100328	48768	233
234	1	1	2	102	43	Sample	25	246.932235	12918.288557	12671.356322	1110234	48768	234
235	1	1	2	103	43	Sample	12.5	129.59168	12818.072139	12688.48046	1120648	48768	235
236	1	1	2	104	43	Sample	6.25	18.380691	12616.215174	12597.834483	1130808	48768	236
237	1	1	2	105	44	Sample	100	1191.067533	13814.329602	12623.262069	1141222	49276	237
238	1	1	2	106	44	Sample	50	315.637588	12997.131841	12681.494253	1151890	48768	238
239	1	1	2	107	44	Sample	25	120.244056	12831.004975	12710.76092	1162812	48768	239
240	1	1	2	108	44	Sample	12.5	3.562314	12661.384328	12657.822014	1172972	48768	240
241	1	1	2	109	44	Sample	6.25	-48.674584	12758.63806	12807.312644	1182116	48768	241
242	1	1	2	110	1066	PosCtrl	50	1272.385658	14200.477612	12928.091954	1193038	49530	242
243	1	1	2	111	45	Sample	100	1698.597367	14669.041045	12970.443678	1203452	49022	243
244	1	1	2	112	45	Sample	50	462.722182	13368.701493	12905.97931	1214374	48768	244
245	1	1	2	113	45	Sample	25	180.929696	13253.497512	13072.567816	1224280	48768	245
246	1	1	2	114	45	Sample	12.5	206.995248	13159.300995	12952.305747	1234694	48768	246
247	1	1	2	115	45	Sample	6.25	45.752616	12978.890547	12933.137931	1244092	48768	247
248	1	1	2	116	46	Sample	100	5235.318142	18471.299751	13235.981609	1255522	49022	248
249	1	1	2	117	46	Sample	50	1904.463613	14946.656716	13042.193103	1266190	49022	249
250	1	1	2	118	46	Sample	25	742.031446	13733.475124	12991.443678	1276604	49022	250
251	1	1	2	119	46	Sample	12.5	491.174987	13503.094527	13011.91954	1286764	48768	251
252	1	1	2	120	46	Sample	6.25	227.241225	13115.967662	12888.726437	1297178	48768	252
253	1	1	2	121	1067	PosCtrl	50	1500.730494	14404.220149	12903.489655	1307084	49530	253
254	1	1	2	122	47	Sample	100	3781.560302	17131.870647	13350.310345	1317498	48260	254
255	1	1	2	123	47	Sample	50	1398.401381	14521.881841	13123.48046	1328166	48514	255
256	1	1	2	124	47	Sample	25	781.258655	13572.470149	12791.211494	1338580	48768	256
257	1	1	2	125	47	Sample	12.5	309.114788	13010.385572	12701.270784	1349756	48768	257
258	1	1	2	126	47	Sample	6.25	225.606468	13005.873134	12780.266667	1358646	48768	258
259	1	1	2	127	48	Sample	100	2762.539355	15776.261194	13013.721839	1369314	48514	259
260	1	1	2	128	48	Sample	50	1027.786173	13818.696517	12790.910345	1379982	48514	260
261	1	1	2	129	48	Sample	25	456.288214	13179.587065	12723.298851	1391412	48768	261
262	1	1	2	130	48	Sample	12.5	387.184654	13005.600746	12618.416092	1401064	48768	262
263	1	1	2	131	48	Sample	6.25	203.134303	12785.24005	12582.105747	1411224	48768	263
264	1	1	2	132	1068	PosCtrl	50	2719.438832	15413.133085	12693.694253	1421638	48768	264
265	1	1	3	1	49	Sample	100	5563.532364	15662.426617	10098.894253	60452	58420	265
266	1	1	3	2	49	Sample	50	2141.860585	12123.874378	9982.013793	71120	58420	266
267	1	1	3	3	49	Sample	25	1146.495351	10952.044776	9805.549425	81534	58674	267
268	1	1	3	4	49	Sample	12.5	653.361949	10450.58209	9797.220141	92202	58674	268
269	1	1	3	5	49	Sample	6.25	174.634972	9967.991294	9793.356322	101346	58674	269
270	1	1	3	6	50	Sample	100	3652.828195	13590.720149	9937.891954	112522	58674	270
